Business,Total_Quantity,Transaction_Frequency,Total_Value,Segment,Segment_Label
Business-5c59,17,17,17330.0,0,Low Value
Business-5c5f,25,11,27715.0,0,Low Value
Business-5c61,1,1,750.0,0,Low Value
Business-5c6b,277,142,220929.0,0,Low Value
Business-5c6c,234,141,325770.0,0,Low Value
Business-5c71,19,19,25400.0,0,Low Value
Business-5c89,2,2,3070.0,0,Low Value
Business-5c8b,2,2,8665.0,0,Low Value
Business-5c98,1,1,6346.0,0,Low Value
Business-5c9f,7,7,13818.0,0,Low Value
Business-5ca7,303,165,349980.0,0,Low Value
Business-5cac,139,127,249937.0,0,Low Value
Business-5cbb,16,16,64535.0,0,Low Value
Business-5cc4,34,32,44850.0,0,Low Value
Business-5cc9,311,51,114193.0,0,Low Value
Business-5cec,11,11,43780.0,0,Low Value
Business-5cef,122,27,72021.0,0,Low Value
Business-5cf4,236,62,153553.0,0,Low Value
Business-5cfa,13,13,17735.0,0,Low Value
Business-5cfe,84,78,122550.0,0,Low Value
Business-5d02,198,152,488422.0,0,Low Value
Business-5d0f,6,4,15450.0,0,Low Value
Business-5d3d,8,3,7535.0,0,Low Value
Business-5d3e,505,102,251281.0,0,Low Value
Business-5d41,296,68,154862.0,0,Low Value
Business-5d58,1,1,4060.0,0,Low Value
Business-5d75,10,10,31971.0,0,Low Value
Business-5d7e,26,20,39077.0,0,Low Value
Business-5d91,1,1,90.0,0,Low Value
Business-5da0,582,104,169440.0,0,Low Value
Business-5da8,2,2,1900.0,0,Low Value
Business-5dcb,7,5,12710.0,0,Low Value
Business-5dcf,19,11,29165.0,0,Low Value
Business-5de0,352,270,557165.0,1,Medium Value
Business-5de9,1420,521,1078743.0,1,Medium Value
Business-5dfe,240,28,45040.0,0,Low Value
Business-5e1d,246,244,413369.0,0,Low Value
Business-5e3e,2,1,1520.0,0,Low Value
Business-5e4f,88,74,136390.0,0,Low Value
Business-5e51,7,6,12680.0,0,Low Value
Business-5e9e,13,3,3420.0,0,Low Value
Business-5ea8,156,102,241395.0,0,Low Value
Business-5ebd,94,93,164557.0,0,Low Value
Business-5ecd,3,3,4873.0,0,Low Value
Business-5ecf,5,5,16515.0,0,Low Value
Business-5ed4,25,24,34031.0,0,Low Value
Business-5ed6,7,5,6642.0,0,Low Value
Business-5eec,15,6,6972.0,0,Low Value
Business-5ef1,643,121,278606.0,0,Low Value
Business-5ef5,7,4,13825.0,0,Low Value
Business-5efe,112,102,166693.0,0,Low Value
Business-5f13,1,1,2675.0,0,Low Value
Business-5f20,20,16,55106.0,0,Low Value
Business-5f23,20,12,31555.0,0,Low Value
Business-5f26,6,6,14490.0,0,Low Value
Business-5f31,2,1,2040.0,0,Low Value
Business-5f36,1311,188,558624.0,1,Medium Value
Business-5f3a,12,10,17540.0,0,Low Value
Business-5f46,3,1,825.0,0,Low Value
Business-5f56,207,26,68687.0,0,Low Value
Business-5f63,1,1,1750.0,0,Low Value
Business-5f65,128,111,239846.0,0,Low Value
Business-5f66,30,2,3680.0,0,Low Value
Business-5f7b,1,1,2695.0,0,Low Value
Business-5f7c,8,3,6340.0,0,Low Value
Business-5f88,29,15,42750.0,0,Low Value
Business-5f89,123,5,6631.0,0,Low Value
Business-5f9e,4,2,2350.0,0,Low Value
Business-5fa4,1,1,95.0,0,Low Value
Business-5fa7,450,421,896412.0,1,Medium Value
Business-5faf,123,91,172481.0,0,Low Value
Business-5fbb,46,25,53880.0,0,Low Value
Business-5fbd,7,5,8790.0,0,Low Value
Business-5fc5,6,4,7170.0,0,Low Value
Business-5fc7,1546,836,1974283.0,2,High Value
Business-5fca,1,1,1480.0,0,Low Value
Business-5fcd,235,213,458666.0,0,Low Value
Business-5fe1,10,1,4355.0,0,Low Value
Business-5feb,2072,580,1387107.0,1,Medium Value
Business-5fec,163,134,187339.0,0,Low Value
Business-5fef,369,281,716908.0,1,Medium Value
Business-5ff6,70,50,87630.0,0,Low Value
Business-6001,279,163,390055.0,0,Low Value
Business-6007,1,1,2495.0,0,Low Value
Business-6011,1324,799,2054605.0,2,High Value
Business-6037,597,73,172508.0,0,Low Value
Business-603c,143,111,283925.0,0,Low Value
Business-6049,91,42,151655.0,0,Low Value
Business-6055,23,6,14785.0,0,Low Value
Business-605b,36,15,38758.0,0,Low Value
Business-6068,8214,1474,3407380.0,2,High Value
Business-606b,4,2,13230.0,0,Low Value
Business-607c,76,17,39281.0,0,Low Value
Business-6084,2,2,3680.0,0,Low Value
Business-6087,716,174,337627.0,0,Low Value
Business-6089,150,48,104063.0,0,Low Value
Business-608c,22,1,1715.0,0,Low Value
Business-6091,334,75,228390.0,0,Low Value
Business-6093,13,13,36780.0,0,Low Value
Business-609b,15,7,6390.0,0,Low Value
Business-60af,9,7,7580.0,0,Low Value
Business-60b8,576,446,1059634.0,1,Medium Value
Business-60bd,186,168,424966.0,0,Low Value
Business-60cf,3,2,3090.0,0,Low Value
Business-60d7,3,3,6285.0,0,Low Value
Business-60d9,1,1,5725.0,0,Low Value
Business-60f4,302,147,372308.0,0,Low Value
Business-60fb,1222,398,1111750.0,1,Medium Value
Business-60fe,6,5,8925.0,0,Low Value
Business-610c,3092,938,2633037.0,2,High Value
Business-6110,2,2,1760.0,0,Low Value
Business-6137,37,16,41201.0,0,Low Value
Business-6162,1234,664,1854931.0,1,Medium Value
Business-6180,319,257,451490.0,1,Medium Value
Business-6194,3,2,3620.0,0,Low Value
Business-61cb,81,16,33485.0,0,Low Value
Business-61db,13,4,6600.0,0,Low Value
Business-61e9,2697,311,708622.0,1,Medium Value
Business-620e,49,44,89636.0,0,Low Value
Business-6214,2,2,5045.0,0,Low Value
Business-6229,4,4,4720.0,0,Low Value
Business-6245,2,2,1820.0,0,Low Value
Business-6249,4,4,7025.0,0,Low Value
Business-624b,302,100,399647.0,0,Low Value
Business-624e,10,1,2180.0,0,Low Value
Business-6254,9,5,12286.0,0,Low Value
Business-625a,1,1,2040.0,0,Low Value
Business-625b,58,40,57255.0,0,Low Value
Business-6265,1,1,4350.0,0,Low Value
Business-6288,12,7,15670.0,0,Low Value
Business-628a,1,1,1805.0,0,Low Value
Business-6290,1,1,2340.0,0,Low Value
Business-6291,14,11,15745.0,0,Low Value
Business-629c,7,3,7890.0,0,Low Value
Business-62a5,136,54,111189.0,0,Low Value
Business-62b2,1,1,1380.0,0,Low Value
Business-62b8,5,5,25934.0,0,Low Value
Business-62bb,52,33,92495.0,0,Low Value
Business-62d0,35,28,56730.0,0,Low Value
Business-62d9,53,15,35393.0,0,Low Value
Business-62f6,3,3,6175.0,0,Low Value
Business-6305,50,1,1290.0,0,Low Value
Business-630f,5,5,17460.0,0,Low Value
Business-6326,78,47,100335.0,0,Low Value
Business-632b,5,5,11790.0,0,Low Value
Business-6338,10,10,8492.0,0,Low Value
Business-633a,5,4,6035.0,0,Low Value
Business-6341,15,11,21470.0,0,Low Value
Business-6343,68,14,47140.0,0,Low Value
Business-6355,19,12,25515.0,0,Low Value
Business-6358,367,142,293105.0,0,Low Value
Business-6360,71,10,22915.0,0,Low Value
Business-636c,150,34,47925.0,0,Low Value
Business-6371,12,3,10170.0,0,Low Value
Business-639f,53,41,92235.0,0,Low Value
Business-63a3,221,24,35160.0,0,Low Value
Business-63a9,14,7,18515.0,0,Low Value
Business-63cc,2,1,4270.0,0,Low Value
Business-63d9,2212,1285,3113536.0,2,High Value
Business-63dd,6,6,10790.0,0,Low Value
Business-63df,59,47,68530.0,0,Low Value
Business-63e2,1838,374,911588.0,1,Medium Value
Business-63e6,37,28,35065.0,0,Low Value
Business-63ea,22,17,34195.0,0,Low Value
Business-6416,1,1,1460.0,0,Low Value
Business-6417,10,6,11695.0,0,Low Value
Business-6438,5,1,1740.0,0,Low Value
Business-643c,1750,54,111879.0,0,Low Value
Business-6440,2,2,2280.0,0,Low Value
Business-644e,87,84,107934.0,0,Low Value
Business-6468,370,295,509891.0,1,Medium Value
Business-648f,208,181,489825.0,0,Low Value
Business-64a5,51,43,68610.0,0,Low Value
Business-64a7,348,198,480705.0,0,Low Value
Business-64ac,79,32,47761.0,0,Low Value
Business-64af,3,2,4935.0,0,Low Value
Business-64b6,640,524,1458517.0,1,Medium Value
Business-64d2,81,70,153216.0,0,Low Value
Business-64d6,1,1,1310.0,0,Low Value
Business-64d8,116,105,210732.0,0,Low Value
Business-64db,10,10,41020.0,0,Low Value
Business-64de,2838,445,1104347.0,1,Medium Value
Business-64f7,5,1,1420.0,0,Low Value
Business-64fe,57,17,39811.0,0,Low Value
Business-6510,1003,154,397701.0,1,Medium Value
Business-651a,5,5,9800.0,0,Low Value
Business-651c,3,3,9320.0,0,Low Value
Business-6524,12,10,22555.0,0,Low Value
Business-652d,23,13,25115.0,0,Low Value
Business-6539,59,15,48119.0,0,Low Value
Business-6541,162,147,259180.0,0,Low Value
Business-6543,116,96,210517.0,0,Low Value
Business-6554,4,3,8770.0,0,Low Value
Business-6556,10,7,11470.0,0,Low Value
Business-655d,1514,343,910848.0,1,Medium Value
Business-6566,6,6,16710.0,0,Low Value
Business-657f,53,53,78210.0,0,Low Value
Business-6580,18,11,31195.0,0,Low Value
Business-658e,79,63,150866.0,0,Low Value
Business-659d,1176,448,918021.0,1,Medium Value
Business-65a5,54,28,35140.0,0,Low Value
Business-65b2,3,2,2830.0,0,Low Value
Business-65c0,5,1,475.0,0,Low Value
Business-65c2,3,3,16380.0,0,Low Value
Business-65d1,5,5,25675.0,0,Low Value
Business-65d7,1,1,1340.0,0,Low Value
Business-65e7,9,9,26110.0,0,Low Value
Business-65ec,26,7,20875.0,0,Low Value
Business-65fd,1,1,860.0,0,Low Value
Business-6603,12,12,27965.0,0,Low Value
Business-6606,3,3,14125.0,0,Low Value
Business-660d,410,249,777547.0,1,Medium Value
Business-6628,131,94,161745.0,0,Low Value
Business-663a,969,228,668320.0,1,Medium Value
Business-6640,50,38,42635.0,0,Low Value
Business-664a,10,1,1121.0,0,Low Value
Business-6652,90,13,25895.0,0,Low Value
Business-6668,10,3,7105.0,0,Low Value
Business-6685,95,85,224496.0,0,Low Value
Business-6686,5,5,14585.0,0,Low Value
Business-668e,12,10,40006.0,0,Low Value
Business-6697,22,19,27275.0,0,Low Value
Business-66c4,1,1,2630.0,0,Low Value
Business-66c8,30,6,11905.0,0,Low Value
Business-66d6,501,412,1012796.0,1,Medium Value
Business-66da,1,1,1315.0,0,Low Value
Business-66db,345,310,583083.0,1,Medium Value
Business-66e8,259,217,390856.0,0,Low Value
Business-6700,190,82,136300.0,0,Low Value
Business-6720,94,92,122087.0,0,Low Value
Business-6725,5,3,12470.0,0,Low Value
Business-672f,42,25,59178.0,0,Low Value
Business-674d,126,122,199852.0,0,Low Value
Business-6756,136,74,133770.0,0,Low Value
Business-6782,85,67,133540.0,0,Low Value
Business-67a9,198,186,397427.0,0,Low Value
Business-67b6,232,200,432634.0,0,Low Value
Business-67c0,1,1,907.0,0,Low Value
Business-67ca,2,2,3185.0,0,Low Value
Business-67e1,16,15,34450.0,0,Low Value
Business-67ef,1024,474,1112774.0,1,Medium Value
Business-67f4,16,16,62340.0,0,Low Value
Business-680e,14,11,12270.0,0,Low Value
Business-6823,47,46,82035.0,0,Low Value
Business-6836,1509,149,332486.0,1,Medium Value
Business-6851,40,9,35923.0,0,Low Value
Business-6855,227,213,558067.0,0,Low Value
Business-685b,3,3,5945.0,0,Low Value
Business-6860,37,34,45235.0,0,Low Value
Business-686e,4,3,5708.0,0,Low Value
Business-6874,5,5,13383.0,0,Low Value
Business-6877,59,47,51536.0,0,Low Value
Business-6897,60,3,11740.0,0,Low Value
Business-68a7,54,48,140091.0,0,Low Value
Business-68a9,209,172,298280.0,0,Low Value
Business-68b6,78,19,49040.0,0,Low Value
Business-68df,73,62,99315.0,0,Low Value
Business-68e4,5,5,22002.0,0,Low Value
Business-68ef,232,190,465352.0,0,Low Value
Business-690d,25,19,35011.0,0,Low Value
Business-691d,22,21,18033.0,0,Low Value
Business-692d,10,10,20965.0,0,Low Value
Business-6950,141,139,329058.0,0,Low Value
Business-6953,199,33,72373.0,0,Low Value
Business-6956,12,7,8340.0,0,Low Value
Business-696a,99,73,139525.0,0,Low Value
Business-696b,21,21,47922.0,0,Low Value
Business-696e,25,10,23635.0,0,Low Value
Business-697a,11,11,40861.0,0,Low Value
Business-698c,110,9,13635.0,0,Low Value
Business-69a9,22,15,23008.0,0,Low Value
Business-69b2,11,11,15470.0,0,Low Value
Business-69b3,88,70,59316.0,0,Low Value
Business-69b4,76,70,235385.0,0,Low Value
Business-69b8,2335,78,202215.0,1,Medium Value
Business-69d0,55,22,40130.0,0,Low Value
Business-69d8,359,195,434944.0,0,Low Value
Business-69e4,1467,128,377609.0,1,Medium Value
Business-69eb,2,2,3070.0,0,Low Value
Business-6a04,9,9,37935.0,0,Low Value
Business-6a06,3,2,2870.0,0,Low Value
Business-6a08,43,40,71600.0,0,Low Value
Business-6a1f,20,20,32043.0,0,Low Value
Business-6a2b,672,462,825366.0,1,Medium Value
Business-6a2f,4,4,9210.0,0,Low Value
Business-6a39,11,9,17115.0,0,Low Value
Business-6a3d,1,1,1470.0,0,Low Value
Business-6a45,21,17,46220.0,0,Low Value
Business-6a52,2,2,2860.0,0,Low Value
Business-6a66,3,3,7400.0,0,Low Value
Business-6a70,2,2,3125.0,0,Low Value
Business-6a83,56,44,81108.0,0,Low Value
Business-6a85,6,6,11765.0,0,Low Value
Business-6a87,25,7,16355.0,0,Low Value
Business-6a8e,73,43,65920.0,0,Low Value
Business-6a90,1953,330,512501.0,1,Medium Value
Business-6a91,2,1,2550.0,0,Low Value
Business-6a96,118,110,306748.0,0,Low Value
Business-6aaf,12,11,24296.0,0,Low Value
Business-6ab3,62,19,31260.0,0,Low Value
Business-6ac6,5,5,6640.0,0,Low Value
Business-6ace,100,76,111970.0,0,Low Value
Business-6ae1,86,82,218132.0,0,Low Value
Business-6ae9,5,1,1685.0,0,Low Value
Business-6aea,4,3,8765.0,0,Low Value
Business-6afd,8,3,13375.0,0,Low Value
Business-6b1a,18,15,48161.0,0,Low Value
Business-6b1f,42,34,64864.0,0,Low Value
Business-6b20,2,2,3910.0,0,Low Value
Business-6b29,1,1,5400.0,0,Low Value
Business-6b2d,1,1,3550.0,0,Low Value
Business-6b30,739,204,635152.0,1,Medium Value
Business-6b55,11,2,8650.0,0,Low Value
Business-6b65,297,63,151470.0,0,Low Value
Business-6b6b,70,61,127685.0,0,Low Value
Business-6b71,29,28,86471.0,0,Low Value
Business-6b7c,7,3,12975.0,0,Low Value
Business-6b87,1,1,1300.0,0,Low Value
Business-6b9a,9,7,13735.0,0,Low Value
Business-6ba6,79,69,135820.0,0,Low Value
Business-6bae,46,45,114940.0,0,Low Value
Business-6baf,2419,566,1115141.0,1,Medium Value
Business-6bb0,82,64,86375.0,0,Low Value
Business-6bb2,2,1,905.0,0,Low Value
Business-6bcf,1,1,2635.0,0,Low Value
Business-6bdc,1,1,250.0,0,Low Value
Business-6bdf,77,37,109130.0,0,Low Value
Business-6bf6,841,115,300216.0,0,Low Value
Business-6c27,181,176,404049.0,0,Low Value
Business-6c69,279,38,107420.0,0,Low Value
Business-6c8d,296,178,401354.0,0,Low Value
Business-6ca4,104,92,309403.0,0,Low Value
Business-6cc0,2,2,2570.0,0,Low Value
Business-6cc2,1361,618,1629511.0,1,Medium Value
Business-6cc6,4,4,8075.0,0,Low Value
Business-6cd7,253,229,543162.0,1,Medium Value
Business-6cdf,236,57,123705.0,0,Low Value
Business-6ce5,295,37,87620.0,0,Low Value
Business-6cf4,66,57,102345.0,0,Low Value
Business-6d06,332,116,233339.0,0,Low Value
Business-6d0f,18,11,13595.0,0,Low Value
Business-6d10,2,2,5135.0,0,Low Value
Business-6d11,1,1,750.0,0,Low Value
Business-6d1c,199,156,298762.0,0,Low Value
Business-6d1d,29,10,2442.0,0,Low Value
Business-6d3e,20,2,6880.0,0,Low Value
Business-6d40,3,1,1310.0,0,Low Value
Business-6d54,50,42,57860.0,0,Low Value
Business-6d5d,6,2,7870.0,0,Low Value
Business-6d60,350,53,119860.0,0,Low Value
Business-6d65,19,12,15485.0,0,Low Value
Business-6d73,4,4,6725.0,0,Low Value
Business-6d94,5,2,2980.0,0,Low Value
Business-6d99,15,4,10376.0,0,Low Value
Business-6dae,20,12,20255.0,0,Low Value
Business-6daf,980,229,614806.0,1,Medium Value
Business-6de8,422,279,669602.0,1,Medium Value
Business-6deb,100,24,49120.0,0,Low Value
Business-6ded,15,11,28485.0,0,Low Value
Business-6df1,9,8,16165.0,0,Low Value
Business-6e56,111,105,276741.0,0,Low Value
Business-6e5d,5,4,13435.0,0,Low Value
Business-6e74,289,164,457748.0,0,Low Value
Business-6e8e,448,270,595860.0,1,Medium Value
Business-6e9d,1,1,6200.0,0,Low Value
Business-6ea4,17,5,8950.0,0,Low Value
Business-6ea5,356,12,25235.0,0,Low Value
Business-6ecc,694,134,376482.0,0,Low Value
Business-6ecd,260,43,90880.0,0,Low Value
Business-6eda,826,137,355590.0,0,Low Value
Business-6ee5,30,22,51487.0,0,Low Value
Business-6ee8,16,5,4080.0,0,Low Value
Business-6efc,36,24,40525.0,0,Low Value
Business-6eff,60,49,77331.0,0,Low Value
Business-6f09,121,38,94700.0,0,Low Value
Business-6f0c,83,24,48369.0,0,Low Value
Business-6f10,8,6,11555.0,0,Low Value
Business-6f13,2,2,7830.0,0,Low Value
Business-6f1a,10,10,30205.0,0,Low Value
Business-6f25,7,7,17410.0,0,Low Value
Business-6f29,12,12,26255.0,0,Low Value
Business-6f33,41,38,54197.0,0,Low Value
Business-6f3b,1834,1012,2904260.0,2,High Value
Business-6f46,11,7,18475.0,0,Low Value
Business-6f4d,862,117,325931.0,0,Low Value
Business-6f74,34,17,31200.0,0,Low Value
Business-6f76,213,176,401492.0,0,Low Value
Business-6f93,10,1,1750.0,0,Low Value
Business-6f99,185,135,321464.0,0,Low Value
Business-6fa0,47,21,52320.0,0,Low Value
Business-6fa4,7,4,11770.0,0,Low Value
Business-6fa9,1,1,4310.0,0,Low Value
Business-6fb7,6,5,8110.0,0,Low Value
Business-6fba,25,12,24265.0,0,Low Value
Business-6fd0,585,435,1051630.0,1,Medium Value
Business-7002,391,258,525326.0,1,Medium Value
Business-700f,779,550,1404282.0,1,Medium Value
Business-7016,726,210,452583.0,1,Medium Value
Business-7020,6,5,12096.0,0,Low Value
Business-7029,7,3,9470.0,0,Low Value
Business-7040,284,20,54610.0,0,Low Value
Business-7063,6,6,29735.0,0,Low Value
Business-7089,5,1,2040.0,0,Low Value
Business-7094,3,3,11085.0,0,Low Value
Business-709d,113,105,241815.0,0,Low Value
Business-70c0,78,67,114445.0,0,Low Value
Business-70c4,566,497,1156407.0,1,Medium Value
Business-70ca,3,1,645.0,0,Low Value
Business-70d4,12,2,4835.0,0,Low Value
Business-70d7,1,1,4370.0,0,Low Value
Business-70e8,2,2,11840.0,0,Low Value
Business-70f8,720,581,1126582.0,1,Medium Value
Business-7100,4,2,5860.0,0,Low Value
Business-7102,41,3,950.0,0,Low Value
Business-7152,1,1,2605.0,0,Low Value
Business-7170,101,9,37545.0,0,Low Value
Business-7176,3,3,5275.0,0,Low Value
Business-7197,10,9,22555.0,0,Low Value
Business-719c,521,297,820396.0,1,Medium Value
Business-71ac,531,175,460723.0,0,Low Value
Business-71bf,26,26,59835.0,0,Low Value
Business-71c0,5,3,8159.0,0,Low Value
Business-71e2,6,2,8765.0,0,Low Value
Business-71eb,4,1,1755.0,0,Low Value
Business-71f0,6,6,6339.0,0,Low Value
Business-7206,101,48,88875.0,0,Low Value
Business-721c,8,7,22000.0,0,Low Value
Business-7220,279,109,226300.0,0,Low Value
Business-7239,3,3,6785.0,0,Low Value
Business-724d,153,56,178421.0,0,Low Value
Business-7250,12,10,61344.0,0,Low Value
Business-7256,11,10,42720.0,0,Low Value
Business-726a,2,2,3300.0,0,Low Value
Business-7279,44,16,33325.0,0,Low Value
Business-727d,201,56,126789.0,0,Low Value
Business-7290,95,21,44244.0,0,Low Value
Business-729d,331,63,167134.0,0,Low Value
Business-729e,165,74,211955.0,0,Low Value
Business-72b6,72,32,63850.0,0,Low Value
Business-72b8,550,111,307017.0,0,Low Value
Business-72bc,354,323,792897.0,1,Medium Value
Business-72dd,50,49,104885.0,0,Low Value
Business-72f8,19,19,42355.0,0,Low Value
Business-7328,102,10,40143.0,0,Low Value
Business-732d,5,2,5400.0,0,Low Value
Business-733e,13,13,15670.0,0,Low Value
Business-7341,55,51,90559.0,0,Low Value
Business-7343,33,27,64025.0,0,Low Value
Business-7350,5,1,4470.0,0,Low Value
Business-7362,3,3,7910.0,0,Low Value
Business-736c,113,86,134150.0,0,Low Value
Business-7372,82,50,112595.0,0,Low Value
Business-737b,1,1,1420.0,0,Low Value
Business-7384,3,3,6305.0,0,Low Value
Business-7389,93,84,263680.0,0,Low Value
Business-739f,3,3,10470.0,0,Low Value
Business-73bf,3,3,4840.0,0,Low Value
Business-73c6,338,78,173805.0,0,Low Value
Business-73f5,4,4,16586.0,0,Low Value
Business-7403,138,127,210024.0,0,Low Value
Business-7405,5,5,8885.0,0,Low Value
Business-740b,14,13,22690.0,0,Low Value
Business-7424,5,1,1755.0,0,Low Value
Business-7434,9,8,17945.0,0,Low Value
Business-7456,154,70,150585.0,0,Low Value
Business-746a,78,78,144641.0,0,Low Value
Business-7479,6,6,6375.0,0,Low Value
Business-747e,39,38,75390.0,0,Low Value
Business-7487,154,97,169601.0,0,Low Value
Business-7488,200,136,327834.0,0,Low Value
Business-748a,156,109,157985.0,0,Low Value
Business-7490,4,3,5325.0,0,Low Value
Business-74a1,5,5,6880.0,0,Low Value
Business-74af,460,218,508340.0,1,Medium Value
Business-74b1,641,428,982619.0,1,Medium Value
Business-74b5,25,11,33540.0,0,Low Value
Business-74d6,20,17,37666.0,0,Low Value
Business-74dc,133,29,72525.0,0,Low Value
Business-74e2,10,1,4380.0,0,Low Value
Business-74e8,6,6,6425.0,0,Low Value
Business-74f4,445,348,728893.0,1,Medium Value
Business-750a,275,107,216190.0,0,Low Value
Business-750d,21,5,11865.0,0,Low Value
Business-7515,204,183,398430.0,0,Low Value
Business-7545,3,3,8060.0,0,Low Value
Business-754b,45,6,28552.0,0,Low Value
Business-7553,56,14,36000.0,0,Low Value
Business-755c,1233,789,2015657.0,1,Medium Value
